x,y
-100.00,10201.00
-99.99,10198.98
-99.98,10196.96
-99.97,10194.94
-99.96,10192.92
-99.95,10190.90
-99.94,10188.88
-99.93,10186.86
-99.92,10184.85
-99.91,10182.83
-99.90,10180.81
-99.89,10178.79
-99.88,10176.77
-99.87,10174.76
-99.86,10172.74
-99.85,10170.72
-99.84,10168.71
-99.83,10166.69
-99.82,10164.67
-99.81,10162.66
-99.80,10160.64
-99.79,10158.62
-99.78,10156.61
-99.77,10154.59
-99.76,10152.58
-99.75,10150.56
-99.74,10148.55
-99.73,10146.53
-99.72,10144.52
-99.71,10142.50
-99.70,10140.49
-99.69,10138.48
-99.68,10136.46
-99.67,10134.45
-99.66,10132.44
-99.65,10130.42
-99.64,10128.41
-99.63,10126.40
-99.62,10124.38
-99.61,10122.37
-99.60,10120.36
-99.59,10118.35
-99.58,10116.34
-99.57,10114.32
-99.56,10112.31
-99.55,10110.30
-99.54,10108.29
-99.53,10106.28
-99.52,10104.27
-99.51,10102.26
-99.50,10100.25
-99.49,10098.24
-99.48,10096.23
-99.47,10094.22
-99.46,10092.21
-99.45,10090.20
-99.44,10088.19
-99.43,10086.18
-99.42,10084.18
-99.41,10082.17
-99.40,10080.16
-99.39,10078.15
-99.38,10076.14
-99.37,10074.14
-99.36,10072.13
-99.35,10070.12
-99.34,10068.12
-99.33,10066.11
-99.32,10064.10
-99.31,10062.10
-99.30,10060.09
-99.29,10058.08
-99.28,10056.08
-99.27,10054.07
-99.26,10052.07
-99.25,10050.06
-99.24,10048.06
-99.23,10046.05
-99.22,10044.05
-99.21,10042.04
-99.20,10040.04
-99.19,10038.04
-99.18,10036.03
-99.17,10034.03
-99.16,10032.03
-99.15,10030.02
-99.14,10028.02
-99.13,10026.02
-99.12,10024.01
-99.11,10022.01
-99.10,10020.01
-99.09,10018.01
-99.08,10016.01
-99.07,10014.00
-99.06,10012.00
-99.05,10010.00
-99.04,10008.00
-99.03,10006.00
-99.02,10004.00
-99.01,10002.00
-99.00,10000.00
-98.99,9998.00
-98.98,9996.00
-98.97,9994.00
-98.96,9992.00
-98.95,9990.00
-98.94,9988.00
-98.93,9986.00
-98.92,9984.01
-98.91,9982.01
-98.90,9980.01
-98.89,9978.01
-98.88,9976.01
-98.87,9974.02
-98.86,9972.02
-98.85,9970.02
-98.84,9968.03
-98.83,9966.03
-98.82,9964.03
-98.81,9962.04
-98.80,9960.04
-98.79,9958.04
-98.78,9956.05
-98.77,9954.05
-98.76,9952.06
-98.75,9950.06
-98.74,9948.07
-98.73,9946.07
-98.72,9944.08
-98.71,9942.08
-98.70,9940.09
-98.69,9938.10
-98.68,9936.10
-98.67,9934.11
-98.66,9932.12
-98.65,9930.12
-98.64,9928.13
-98.63,9926.14
-98.62,9924.14
-98.61,9922.15
-98.60,9920.16
-98.59,9918.17
-98.58,9916.18
-98.57,9914.18
-98.56,9912.19
-98.55,9910.20
-98.54,9908.21
-98.53,9906.22
-98.52,9904.23
-98.51,9902.24
-98.50,9900.25
-98.49,9898.26
-98.48,9896.27
-98.47,9894.28
-98.46,9892.29
-98.45,9890.30
-98.44,9888.31
-98.43,9886.32
-98.42,9884.34
-98.41,9882.35
-98.40,9880.36
-98.39,9878.37
-98.38,9876.38
-98.37,9874.40
-98.36,9872.41
-98.35,9870.42
-98.34,9868.44
-98.33,9866.45
-98.32,9864.46
