x,y
-100.00,10199.66
-99.99,10197.23
-99.98,10198.27
-99.97,10195.77
-99.96,10192.81
-99.95,10192.07
-99.94,10188.74
-99.93,10185.68
-99.92,10185.34
-99.91,10182.81
-99.90,10178.80
-99.89,10177.20
-99.88,10175.69
-99.87,10174.71
-99.86,10173.19
-99.85,10169.33
-99.84,10168.95
-99.83,10168.83
-99.82,10166.55
-99.81,10160.27
-99.80,10162.37
-99.79,10159.26
-99.78,10157.58
-99.77,10156.74
-99.76,10153.81
-99.75,10148.77
-99.74,10148.70
-99.73,10145.26
-99.72,10142.93
-99.71,10144.00
-99.70,10139.78
-99.69,10140.53
-99.68,10135.18
-99.67,10134.30
-99.66,10134.81
-99.65,10129.13
-99.64,10130.33
-99.63,10126.67
-99.62,10126.69
-99.61,10121.73
-99.60,10119.93
-99.59,10118.02
-99.58,10113.98
-99.57,10115.07
-99.56,10112.97
-99.55,10109.09
-99.54,10107.23
-99.53,10105.52
-99.52,10104.16
-99.51,10103.75
-99.50,10098.94
-99.49,10099.29
-99.48,10097.20
-99.47,10095.70
-99.46,10093.13
-99.45,10090.31
-99.44,10088.11
-99.43,10084.48
-99.42,10084.28
-99.41,10080.21
-99.40,10079.72
-99.39,10076.19
-99.38,10075.45
-99.37,10076.25
-99.36,10073.75
-99.35,10069.20
-99.34,10067.11
-99.33,10066.78
-99.32,10065.82
-99.31,10059.64
-99.30,10060.52
-99.29,10060.33
-99.28,10056.83
-99.27,10056.07
-99.26,10049.68
-99.25,10048.78
-99.24,10045.98
-99.23,10047.75
-99.22,10045.63
-99.21,10041.59
-99.20,10041.41
-99.19,10035.85
-99.18,10034.76
-99.17,10033.03
-99.16,10034.37
-99.15,10032.15
-99.14,10025.89
-99.13,10025.95
-99.12,10026.02
-99.11,10020.46
-99.10,10020.84
-99.09,10015.95
-99.08,10014.08
-99.07,10015.84
-99.06,10009.85
-99.05,10011.87
-99.04,10007.06
-99.03,10008.08
-99.02,10005.42
-99.01,10004.03
-99.00,10000.31
-98.99,9996.20
-98.98,9997.87
-98.97,9993.93
-98.96,9991.04
-98.95,9992.10
-98.94,9986.00
-98.93,9985.14
-98.92,9983.76
-98.91,9982.27
-98.90,9978.41
-98.89,9977.72
-98.88,9973.76
-98.87,9972.99
-98.86,9974.51
-98.85,9969.49
-98.84,9967.85
-98.83,9965.98
-98.82,9963.63
-98.81,9960.87
-98.80,9960.68
-98.79,9957.75
-98.78,9957.31
-98.77,9955.91
-98.76,9949.76
-98.75,9947.92
-98.74,9947.04
-98.73,9946.12
-98.72,9943.75
-98.71,9943.63
-98.70,9938.92
-98.69,9939.78
-98.68,9936.23
-98.67,9934.35
-98.66,9932.05
-98.65,9928.63
-98.64,9926.83
-98.63,9928.19
-98.62,9924.18
-98.61,9920.55
-98.60,9921.60
-98.59,9918.92
-98.58,9916.65
-98.57,9915.97
-98.56,9912.26
-98.55,9909.78
-98.54,9909.62
-98.53,9907.98
-98.52,9906.63
-98.51,9903.22
-98.50,9900.65
-98.49,9900.62
-98.48,9898.17
-98.47,9893.46
-98.46,9890.91
-98.45,9892.24
-98.44,9888.07
-98.43,9886.92
-98.42,9883.13
-98.41,9880.69
-98.40,9881.76
-98.39,9878.37
-98.38,9875.02
-98.37,9874.71
-98.36,9869.92
-98.35,9869.45
-98.34,9868.95
-98.33,9866.38
-98.32,9865.47
-98.31,9864.36
-98.30,9861.27
-98.29,9857.07
-98.28,9858.94
-98.27,9856.20
-98.26,9854.70
-98.25,9850.35
-98.24,9848.93
-98.23,9846.46
-98.22,9842.40
-98.21,9842.99
-98.20,9842.88
-98.19,9838.78
-98.18,9835.32
-98.17,9836.92
-98.16,9830.93
-98.15,9832.37
-98.14,9827.46
-98.13,9827.52
-98.12,9826.35
-98.11,9824.96
-98.10,9819.18
-98.09,9820.92
-98.08,9817.00
-98.07,9814.00
-98.06,9815.00
-98.05,9810.92
-98.04,9810.44
-98.03,9805.12
-98.02,9805.40
-98.01,9803.43
-98.00,9799.16
-97.99,9800.89
-97.98,9795.99
-97.97,9794.80
-97.96,9793.45
-97.95,9793.41
-97.94,9788.86
-97.93,9787.99
-97.92,9786.00
-97.91,9783.95
-97.90,9782.30
-97.89,9779.41
-97.88,9776.32
-97.87,9773.00
-97.86,9774.02
-97.85,9771.73
-97.84,9767.23
-97.83,9764.88
-97.82,9767.89
-97.81,9762.73
-97.80,9762.70
-97.79,9761.03
-97.78,9755.39
-97.77,9757.63
-97.76,9753.21
-97.75,9752.22
-97.74,9750.85
-97.73,9747.66
-97.72,9744.63
-97.71,9745.32
-97.70,9743.60
-97.69,9740.04
-97.68,9736.24
-97.67,9736.80
-97.66,9735.92
-97.65,9730.41
-97.64,9731.40
-97.63,9725.64
-97.62,9727.12
-97.61,9721.72
-97.60,9721.52
-97.59,9720.15
-97.58,9718.34
-97.57,9713.84
-97.56,9714.94
-97.55,9714.31
-97.54,9711.20
-97.53,9707.55
-97.52,9707.07
-97.51,9706.08
-97.50,9701.02
-97.49,9701.47
-97.48,9696.93
-97.47,9696.60
-97.46,9696.56
-97.45,9690.33
-97.44,9688.12
-97.43,9686.59
-97.42,9688.29
-97.41,9683.37
-97.40,9683.35
-97.39,9682.74
-97.38,9676.88
-97.37,9676.35
-97.36,9672.63
-97.35,9674.65
-97.34,9670.87
-97.33,9667.08
-97.32,9669.23
-97.31,9664.90
-97.30,9665.24
-97.29,9658.77
-97.28,9661.02
-97.27,9657.59
-97.26,9652.83
-97.25,9652.39
-97.24,9651.91
-97.23,9648.31
-97.22,9645.82
-97.21,9644.01
-97.20,9644.24
-97.19,9641.23
-97.18,9637.58
-97.17,9635.49
-97.16,9637.87
-97.15,9632.35
-97.14,9633.72
-97.13,9631.52
