x,y
-100.00,10199.66
-99.99,10198.45
-99.98,10198.39
-99.97,10197.73
-99.96,10196.75
-99.95,10195.97
-99.94,10194.94
-99.93,10193.78
-99.92,10192.84
-99.91,10191.84
-99.90,10189.75
-99.89,10187.75
-99.88,10185.49
-99.87,10183.39
-99.86,10181.42
-99.85,10179.15
-99.84,10177.17
-99.83,10175.48
-99.82,10173.61
-99.81,10171.35
-99.80,10169.71
-99.79,10167.91
-99.78,10166.10
-99.77,10164.31
-99.76,10162.37
-99.75,10160.31
-99.74,10158.29
-99.73,10155.93
-99.72,10153.57
-99.71,10151.94
-99.70,10149.68
-99.69,10147.81
-99.68,10145.57
-99.67,10143.33
-99.66,10141.43
-99.65,10139.46
-99.64,10137.62
-99.63,10135.77
-99.62,10134.14
-99.61,10131.91
-99.60,10129.93
-99.59,10127.68
-99.58,10125.56
-99.57,10123.64
-99.56,10121.45
-99.55,10119.45
-99.54,10117.14
-99.53,10115.02
-99.52,10112.77
-99.51,10110.97
-99.50,10108.87
-99.49,10107.00
-99.48,10105.32
-99.47,10103.38
-99.46,10101.40
-99.45,10099.52
-99.44,10097.61
-99.43,10095.51
-99.42,10093.52
-99.41,10091.16
-99.40,10089.24
-99.39,10086.93
-99.38,10084.76
-99.37,10082.81
-99.36,10080.87
-99.35,10078.76
-99.34,10076.66
-99.33,10074.89
-99.32,10073.05
-99.31,10070.99
-99.30,10069.07
-99.29,10067.48
-99.28,10065.62
-99.27,10063.60
-99.26,10061.20
-99.25,10059.16
-99.24,10057.04
-99.23,10055.14
-99.22,10053.12
-99.21,10051.32
-99.20,10049.40
-99.19,10046.96
-99.18,10044.75
-99.17,10042.45
-99.16,10040.91
-99.15,10039.25
-99.14,10037.24
-99.13,10035.06
-99.12,10033.10
-99.11,10030.99
-99.10,10028.93
-99.09,10026.94
-99.08,10024.87
-99.07,10023.15
-99.06,10020.70
-99.05,10018.67
-99.04,10016.79
-99.03,10015.00
-99.02,10012.94
-99.01,10011.30
-99.00,10009.25
-98.99,10007.27
-98.98,10005.65
-98.97,10003.46
-98.96,10001.58
-98.95,9999.60
-98.94,9997.50
