x,y
-100.0,10201.0
-99.99,10198.980099999999
-99.97999999999999,10196.960399999996
-99.96999999999998,10194.940899999998
-99.95999999999998,10192.921599999996
-99.94999999999997,10190.902499999995
-99.93999999999997,10188.883599999994
-99.92999999999996,10186.864899999993
-99.91999999999996,10184.846399999991
-99.90999999999995,10182.82809999999
-99.89999999999995,10180.809999999989
-99.88999999999994,10178.79209999999
-99.87999999999994,10176.774399999988
-99.86999999999993,10174.756899999986
-99.85999999999993,10172.739599999984
-99.84999999999992,10170.722499999985
-99.83999999999992,10168.705599999985
-99.82999999999991,10166.688899999983
-99.81999999999991,10164.672399999981
-99.8099999999999,10162.65609999998
-99.7999999999999,10160.63999999998
-99.78999999999989,10158.624099999979
-99.77999999999989,10156.608399999977
-99.76999999999988,10154.592899999976
-99.75999999999988,10152.577599999975
-99.74999999999987,10150.562499999975
-99.73999999999987,10148.547599999973
-99.72999999999986,10146.532899999971
-99.71999999999986,10144.518399999972
-99.70999999999985,10142.504099999971
-99.69999999999985,10140.489999999969
-99.68999999999984,10138.476099999967
-99.67999999999984,10136.462399999968
-99.66999999999983,10134.448899999967
-99.65999999999983,10132.435599999964
-99.64999999999982,10130.422499999964
-99.63999999999982,10128.409599999963
-99.62999999999981,10126.396899999963
-99.6199999999998,10124.38439999996
-99.6099999999998,10122.37209999996
-99.5999999999998,10120.359999999959
-99.58999999999979,10118.34809999996
-99.57999999999979,10116.336399999956
-99.56999999999978,10114.324899999956
-99.55999999999977,10112.313599999954
-99.54999999999977,10110.302499999954
-99.53999999999976,10108.291599999953
-99.52999999999976,10106.280899999952
-99.51999999999975,10104.27039999995
-99.50999999999975,10102.260099999949
-99.49999999999974,10100.249999999949
-99.48999999999974,10098.240099999948
-99.47999999999973,10096.230399999946
-99.46999999999973,10094.220899999944
-99.45999999999972,10092.211599999946
-99.44999999999972,10090.202499999943
-99.43999999999971,10088.193599999942
-99.42999999999971,10086.18489999994
-99.4199999999997,10084.17639999994
-99.4099999999997,10082.168099999939
-99.3999999999997,10080.159999999938
-99.38999999999969,10078.152099999937
-99.37999999999968,10076.144399999937
-99.36999999999968,10074.136899999936
-99.35999999999967,10072.129599999935
-99.34999999999967,10070.122499999932
-99.33999999999966,10068.115599999932
-99.32999999999966,10066.108899999932
-99.31999999999965,10064.10239999993
-99.30999999999965,10062.09609999993
-99.29999999999964,10060.089999999927
-99.28999999999964,10058.084099999927
-99.27999999999963,10056.078399999926
-99.26999999999963,10054.072899999925
-99.25999999999962,10052.067599999924
-99.24999999999962,10050.062499999924
-99.23999999999961,10048.057599999922
-99.2299999999996,10046.05289999992
-99.2199999999996,10044.04839999992
-99.2099999999996,10042.04409999992
-99.19999999999959,10040.039999999919
-99.18999999999959,10038.036099999917
-99.17999999999958,10036.032399999916
-99.16999999999958,10034.028899999914
-99.15999999999957,10032.025599999915
-99.14999999999957,10030.022499999914
-99.13999999999956,10028.019599999912
-99.12999999999955,10026.01689999991
-99.11999999999955,10024.01439999991
-99.10999999999954,10022.012099999909
-99.09999999999954,10020.009999999907
-99.08999999999953,10018.008099999906
-99.07999999999953,10016.006399999907
-99.06999999999952,10014.004899999905
-99.05999999999952,10012.003599999904
-99.04999999999951,10010.002499999902
-99.03999999999951,10008.001599999901
-99.0299999999995,10006.0008999999
-99.0199999999995,10004.000399999899
-99.0099999999995,10002.000099999897
-98.99999999999949,9999.999999999896
-98.98999999999948,9998.000099999897
-98.97999999999948,9996.000399999895
-98.96999999999947,9994.000899999894
-98.95999999999947,9992.001599999892
-98.94999999999946,9990.002499999893
-98.93999999999946,9988.003599999893
-98.92999999999945,9986.00489999989
-98.91999999999945,9984.00639999989
-98.90999999999944,9982.00809999989
-98.89999999999944,9980.009999999887
-98.88999999999943,9978.012099999887
-98.87999999999943,9976.014399999885
-98.86999999999942,9974.016899999884
-98.85999999999942,9972.019599999883
-98.84999999999941,9970.022499999883
-98.8399999999994,9968.02559999988
-98.8299999999994,9966.02889999988
-98.8199999999994,9964.03239999988
-98.80999999999939,9962.03609999988
-98.79999999999939,9960.039999999877
-98.78999999999938,9958.044099999875
-98.77999999999938,9956.048399999876
-98.76999999999937,9954.052899999875
-98.75999999999937,9952.057599999873
-98.74999999999936,9950.062499999873
-98.73999999999936,9948.067599999873
-98.72999999999935,9946.07289999987
-98.71999999999935,9944.07839999987
-98.70999999999934,9942.084099999867
-98.69999999999933,9940.089999999867
-98.68999999999933,9938.096099999866
-98.67999999999932,9936.102399999865
-98.66999999999932,9934.108899999865
-98.65999999999931,9932.115599999863
-98.64999999999931,9930.122499999863
-98.6399999999993,9928.129599999862
-98.6299999999993,9926.13689999986
-98.6199999999993,9924.14439999986
-98.60999999999929,9922.15209999986
-98.59999999999928,9920.159999999858
-98.58999999999928,9918.168099999857
-98.57999999999927,9916.176399999855
-98.56999999999927,9914.184899999855
-98.55999999999926,9912.193599999853
-98.54999999999926,9910.202499999852
-98.53999999999925,9908.211599999851
-98.52999999999925,9906.22089999985
-98.51999999999924,9904.23039999985
-98.50999999999924,9902.240099999848
-98.49999999999923,9900.249999999847
-98.48999999999923,9898.260099999845
-98.47999999999922,9896.270399999847
-98.46999999999922,9894.280899999845
-98.45999999999921,9892.291599999842
-98.4499999999992,9890.302499999842
-98.4399999999992,9888.313599999841
-98.4299999999992,9886.324899999841
-98.41999999999919,9884.33639999984
-98.40999999999919,9882.348099999837
-98.39999999999918,9880.359999999837
-98.38999999999918,9878.372099999837
-98.37999999999917,9876.384399999835
-98.36999999999917,9874.396899999834
-98.35999999999916,9872.409599999832
-98.34999999999916,9870.422499999833
-98.33999999999915,9868.435599999832
-98.32999999999915,9866.44889999983
-98.31999999999914,9864.46239999983
-98.30999999999914,9862.476099999829
-98.29999999999913,9860.489999999827
-98.28999999999913,9858.504099999825
-98.27999999999912,9856.518399999824
-98.26999999999911,9854.532899999826
-98.25999999999911,9852.547599999823
-98.2499999999991,9850.562499999822
-98.2399999999991,9848.57759999982
-98.2299999999991,9846.59289999982
-98.21999999999909,9844.608399999819
-98.20999999999908,9842.624099999819
-98.19999999999908,9840.639999999818
-98.18999999999907,9838.656099999816
-98.17999999999907,9836.672399999816
-98.16999999999906,9834.688899999814
-98.15999999999906,9832.705599999814
-98.14999999999905,9830.722499999812
-98.13999999999905,9828.739599999812
-98.12999999999904,9826.756899999811
-98.11999999999904,9824.77439999981
-98.10999999999903,9822.792099999808
-98.09999999999903,9820.809999999808
-98.08999999999902,9818.828099999806
-98.07999999999902,9816.846399999806
-98.06999999999901,9814.864899999804
-98.05999999999901,9812.883599999803
-98.049999999999,9810.902499999804
-98.039999999999,9808.921599999801
-98.02999999999899,9806.9408999998
-98.01999999999899,9804.960399999798
-98.00999999999898,9802.980099999799
-97.99999999999898,9800.999999999798
-97.98999999999897,9799.020099999796
-97.97999999999897,9797.040399999794
-97.96999999999896,9795.060899999795
-97.95999999999896,9793.081599999794
-97.94999999999895,9791.102499999792
-97.93999999999895,9789.123599999792
-97.92999999999894,9787.144899999792
-97.91999999999894,9785.166399999789
-97.90999999999893,9783.188099999788
-97.89999999999893,9781.209999999786
-97.88999999999892,9779.232099999786
-97.87999999999892,9777.254399999787
-97.86999999999891,9775.276899999784
-97.8599999999989,9773.299599999784
-97.8499999999989,9771.322499999782
-97.8399999999989,9769.345599999782
-97.82999999999889,9767.368899999781
-97.81999999999888,9765.392399999779
-97.80999999999888,9763.416099999778
-97.79999999999887,9761.439999999779
-97.78999999999887,9759.464099999777
-97.77999999999886,9757.488399999776
-97.76999999999886,9755.512899999774
-97.75999999999885,9753.537599999774
-97.74999999999885,9751.562499999773
-97.73999999999884,9749.587599999772
-97.72999999999884,9747.61289999977
-97.71999999999883,9745.638399999769
-97.70999999999883,9743.664099999769
-97.69999999999882,9741.689999999768
-97.68999999999882,9739.716099999767
-97.67999999999881,9737.742399999765
-97.66999999999881,9735.768899999766
-97.6599999999988,9733.795599999765
-97.6499999999988,9731.822499999762
-97.63999999999879,9729.849599999761
-97.62999999999879,9727.876899999761
-97.61999999999878,9725.90439999976
-97.60999999999878,9723.932099999758
-97.59999999999877,9721.959999999757
-97.58999999999877,9719.988099999757
-97.57999999999876,9718.016399999757
-97.56999999999876,9716.044899999755
-97.55999999999875,9714.073599999754
-97.54999999999875,9712.102499999752
-97.53999999999874,9710.131599999753
-97.52999999999874,9708.160899999752
-97.51999999999873,9706.19039999975
-97.50999999999873,9704.220099999748
-97.49999999999872,9702.249999999749
-97.48999999999872,9700.280099999747
-97.47999999999871,9698.310399999746
-97.4699999999987,9696.340899999745
-97.4599999999987,9694.371599999746
-97.4499999999987,9692.402499999744
-97.43999999999869,9690.433599999742
-97.42999999999869,9688.46489999974
-97.41999999999868,9686.49639999974
-97.40999999999867,9684.52809999974
-97.39999999999867,9682.559999999738
-97.38999999999866,9680.592099999736
-97.37999999999866,9678.624399999735
-97.36999999999865,9676.656899999736
-97.35999999999865,9674.689599999734
-97.34999999999864,9672.722499999732
-97.33999999999864,9670.755599999731
-97.32999999999863,9668.788899999732
-97.31999999999863,9666.82239999973
-97.30999999999862,9664.85609999973
-97.29999999999862,9662.889999999728
-97.28999999999861,9660.92409999973
-97.27999999999861,9658.958399999727
-97.2699999999986,9656.992899999726
-97.2599999999986,9655.027599999725
-97.2499999999986,9653.062499999724
-97.23999999999859,9651.097599999723
-97.22999999999858,9649.132899999722
-97.21999999999858,9647.16839999972
-97.20999999999857,9645.204099999719
-97.19999999999857,9643.23999999972
-97.18999999999856,9641.276099999717
-97.17999999999856,9639.312399999717
-97.16999999999855,9637.348899999715
-97.15999999999855,9635.385599999716
-97.14999999999854,9633.422499999715
-97.13999999999854,9631.459599999713
-97.12999999999853,9629.49689999971
-97.11999999999853,9627.53439999971
-97.10999999999852,9625.57209999971
-97.09999999999852,9623.60999999971
-97.08999999999851,9621.648099999707
-97.0799999999985,9619.686399999706
-97.0699999999985,9617.724899999706
-97.0599999999985,9615.763599999706
-97.04999999999849,9613.802499999703
-97.03999999999849,9611.841599999703
-97.02999999999848,9609.880899999704
-97.01999999999848,9607.9203999997
-97.00999999999847,9605.9600999997
-96.99999999999847,9603.999999999698
-96.98999999999846,9602.040099999698
-96.97999999999845,9600.080399999697
-96.96999999999845,9598.120899999696
-96.95999999999844,9596.161599999696
-96.94999999999844,9594.202499999694
-96.93999999999843,9592.243599999694
-96.92999999999843,9590.284899999693
-96.91999999999842,9588.32639999969
-96.90999999999842,9586.36809999969
-96.89999999999841,9584.40999999969
-96.88999999999841,9582.45209999969
-96.8799999999984,9580.494399999687
-96.8699999999984,9578.536899999686
-96.8599999999984,9576.579599999686
-96.84999999999839,9574.622499999685
-96.83999999999838,9572.665599999684
-96.82999999999838,9570.708899999681
-96.81999999999837,9568.752399999683
-96.80999999999837,9566.796099999681
-96.79999999999836,9564.83999999968
-96.78999999999836,9562.88409999968
-96.77999999999835,9560.928399999677
