x,y
-100.0,10196.116101236632
-99.99,10200.35369305988
-99.97999999999999,10195.05009278396
-99.96999999999998,10197.73738781272
-99.95999999999998,10194.39793310187
-99.94999999999997,10194.98757761009
-99.93999999999997,10192.856595382613
-99.92999999999996,10184.967791702424
-99.91999999999996,10182.459967444762
-99.90999999999995,10185.864537372823
-99.89999999999995,10177.084018135964
-99.88999999999994,10180.637180648417
-99.87999999999994,10180.657273560366
-99.86999999999993,10177.062875177766
-99.85999999999993,10174.613889314902
-99.84999999999992,10170.226692487435
-99.83999999999992,10170.238078517445
-99.82999999999991,10166.423528905927
-99.81999999999991,10166.840457207816
-99.8099999999999,10160.048583467249
-99.7999999999999,10162.907455068973
-99.78999999999989,10159.651314532593
-99.77999999999989,10161.359129104305
-99.76999999999988,10153.814211366045
-99.75999999999988,10156.379481839394
-99.74999999999987,10153.699093670855
-99.73999999999987,10152.644027370641
-99.72999999999986,10145.192859271874
-99.71999999999986,10145.51535258901
-99.70999999999985,10146.70079057538
-99.69999999999985,10145.418576908347
-99.68999999999984,10137.304084258665
-99.67999999999984,10141.310918719686
-99.66999999999983,10136.650836001048
-99.65999999999983,10137.245310656874
-99.64999999999982,10131.424174624339
-99.63999999999982,10125.475674379977
-99.62999999999981,10131.271745529271
-99.6199999999998,10127.495842061606
-99.6099999999998,10118.837678878614
-99.5999999999998,10116.636200490932
-99.58999999999979,10117.068182844949
-99.57999999999979,10118.309220033098
-99.56999999999978,10111.727871453377
-99.55999999999977,10115.300604486056
-99.54999999999977,10106.435006816851
-99.53999999999976,10109.406647061494
-99.52999999999976,10111.27540258283
-99.51999999999975,10108.636508360372
-99.50999999999975,10097.86842753602
-99.49999999999974,10102.702806460251
-99.48999999999974,10093.72227544852
-99.47999999999973,10092.843649350461
-99.46999999999973,10095.823553153285
-99.45999999999972,10094.53881317609
-99.44999999999972,10088.058680303013
-99.43999999999971,10090.443178332924
-99.42999999999971,10083.568235929046
-99.4199999999997,10083.059063786579
-99.4099999999997,10082.203109862958
-99.3999999999997,10082.159251610055
-99.38999999999969,10074.502276010353
-99.37999999999968,10075.764029071019
-99.36999999999968,10078.071567597946
-99.35999999999967,10068.234533159666
-99.34999999999967,10074.84267753126
-99.33999999999966,10067.59330002984
-99.32999999999966,10069.769573004507
-99.31999999999965,10061.999732073738
-99.30999999999965,10063.319794851835
-99.29999999999964,10063.027961866268
-99.28999999999964,10053.291058391593
-99.27999999999963,10059.308325984635
-99.26999999999963,10051.585842804157
-99.25999999999962,10056.648632764653
-99.24999999999962,10050.571142350645
-99.23999999999961,10051.051124799576
-99.2299999999996,10042.406392475541
-99.2199999999996,10045.345279160856
-99.2099999999996,10045.515153257322
-99.19999999999959,10042.381356376773
-99.18999999999959,10041.387109041061
-99.17999999999958,10031.947173520743
-99.16999999999958,10034.71417168815
-99.15999999999957,10031.509463666538
-99.14999999999957,10031.982129383958
-99.13999999999956,10024.42613689137
-99.12999999999955,10030.957747291253
-99.11999999999955,10022.967820663192
-99.10999999999954,10022.837120988133
-99.09999999999954,10017.023463750842
-99.08999999999953,10013.367336837207
-99.07999999999953,10015.099089453597
-99.06999999999952,10011.139202103199
-99.05999999999952,10009.660702679888
-99.04999999999951,10013.999402913578
-99.03999999999951,10009.187961497431
-99.0299999999995,10005.577542131943
-99.0199999999995,9999.816723176189
-99.0099999999995,9997.105000011266
-98.99999999999949,9998.134531575233
-98.98999999999948,9997.762606532919
-98.97999999999948,9996.688270952955
-98.96999999999947,9993.883069099524
-98.95999999999947,9995.85857820634
-98.94999999999946,9991.50864587598
-98.93999999999946,9990.898474931008
-98.92999999999945,9982.52754949016
-98.91999999999945,9984.727535199778
-98.90999999999944,9985.253171619395
-98.89999999999944,9984.27753792241
-98.88999999999943,9980.643808281007
-98.87999999999943,9977.216956814298
-98.86999999999942,9974.068804838922
-98.85999999999942,9973.312108686447
-98.84999999999941,9974.697779963877
-98.8399999999994,9969.740790060192
-98.8299999999994,9964.217019293534
-98.8199999999994,9966.744594572456
-98.80999999999939,9959.061595326355
-98.79999999999939,9961.129790154584
-98.78999999999938,9954.999942654194
-98.77999999999938,9952.500945802874
-98.76999999999937,9955.432375663413
-98.75999999999937,9955.589926542953
