0,1
0.1,0.8100000000000001
0.2,0.64
0.3,0.49
0.4,0.36
0.5,0.25
0.6000000000000001,0.1599999999999999
0.7000000000000001,0.08999999999999997
0.8,0.04000000000000004
0.9,0.01000000000000001
1,0
1.1,0.01000000000000001
1.2,0.04000000000000004
1.3,0.09000000000000008
1.4,0.1600000000000001
1.5,0.25
1.6,0.3600000000000003
1.7,0.4900000000000002
1.8,0.6400000000000001
1.9,0.8100000000000001
2,1
2.1,1.21
2.2,1.44
2.3,1.69
2.4,1.960000000000001
2.5,2.25
2.6,2.56
2.7,2.890000000000001
2.8,3.240000000000001
2.9,3.610000000000001
3,4
3.1,4.410000000000001
3.2,4.840000000000002
3.3,5.290000000000002
3.4,5.760000000000002
3.5,6.25
3.6,6.760000000000001
3.7,7.290000000000001
3.8,7.840000000000001
3.9,8.410000000000002
4,9
4.100000000000001,9.610000000000005
4.2,10.24
4.3,10.89
4.4,11.56
4.5,12.25
4.600000000000001,12.96
4.7,13.69
4.800000000000001,14.44
4.9,15.21
5,16
5.100000000000001,16.81
5.2,17.64
5.300000000000001,18.49000000000001
5.4,19.36
5.5,20.25
5.600000000000001,21.16
5.7,22.09
5.800000000000001,23.04000000000001
5.9,24.01
6,25
6.100000000000001,26.01000000000001
6.2,27.04000000000001
6.300000000000001,28.09000000000001
6.4,29.16000000000001
6.5,30.25
6.600000000000001,31.36000000000001
6.7,32.49
6.800000000000001,33.64000000000001
6.9,34.81
7,36
7.100000000000001,37.21000000000001
7.2,38.44
7.300000000000001,39.69000000000001
7.4,40.96000000000001
7.5,42.25
7.600000000000001,43.56
7.7,44.89000000000001
7.800000000000001,46.24000000000001
7.9,47.61
8,49
8.1,50.41
8.200000000000001,51.84000000000002
8.300000000000001,53.29000000000001
8.4,54.76000000000001
8.5,56.25
8.6,57.75999999999999
8.700000000000001,59.29000000000001
8.800000000000001,60.84000000000001
8.9,62.41000000000001
9,64
9.1,65.60999999999999
9.200000000000001,67.24000000000001
9.300000000000001,68.89000000000001
9.4,70.56000000000002
9.5,72.25
9.600000000000001,73.96000000000002
9.700000000000001,75.69000000000001
9.800000000000001,77.44000000000003
9.9,79.21000000000001
10,81
10.1,82.81000000000003
10.2,84.64000000000001
10.3,86.49000000000001
10.4,88.36000000000001
10.5,90.25
10.6,92.16000000000003
10.7,94.09000000000002
10.8,96.04000000000002
10.9,98.01000000000001
11,100
11.1,102.01
11.2,104.04
11.3,106.09
11.4,108.16
11.5,110.25
11.6,112.36
11.7,114.49
11.8,116.64
11.9,118.81
12,121
12.1,123.21
12.2,125.44
12.3,127.69
12.4,129.96
12.5,132.25
12.6,134.5600000000001
12.7,136.89
12.8,139.24
12.9,141.61
13,144
13.1,146.41
13.2,148.84
13.3,151.29
13.4,153.76
13.5,156.25
13.6,158.76
13.7,161.29
13.8,163.84
13.9,166.41
14,169
14.1,171.61
14.2,174.24
14.3,176.89
14.4,179.56
14.5,182.25
14.6,184.96
14.7,187.69
14.8,190.44
14.9,193.21
15,196
15.1,198.8100000000001
15.2,201.64
15.3,204.49
15.4,207.36
15.5,210.25
15.6,213.16
15.7,216.09
15.8,219.04
15.9,222.01
16,225
16.1,228.01
16.2,231.04
16.3,234.09
16.4,237.1600000000001
16.5,240.25
16.6,243.3600000000001
16.7,246.49
16.8,249.64
16.9,252.8100000000001
17,256
17.1,259.21
17.2,262.44
17.3,265.69
17.4,268.96
